#! FIELDS time dend en p.bias p.force2
 0.000000   3.9102 -39.0118   0.0000   0.0000
 5.000000   4.2020 -48.2422   0.0000   0.0000
 10.000000   4.4561 -43.1124   0.0000   0.0000
 15.000000   4.5204 -40.4579   0.0000   0.0000
 20.000000   4.4282 -44.7213   0.0000   0.0000
 25.000000   3.8467 -34.7416   0.0000   0.0000
 30.000000   3.7435 -46.2993   0.0000   0.0000
 35.000000   4.4911 -45.9585   0.0000   0.0000
 40.000000   4.8037 -35.1909   0.0000   0.0000
 45.000000   3.6904 -45.8084   0.0000   0.0000
 50.000000   4.5439 -40.2087   0.0000   0.0000
 55.000000   4.4234 -42.8093   0.0000   0.0000
 60.000000   3.8407 -43.6980   0.0000   0.0000
 65.000000   3.8268 -44.8613   0.0000   0.0000
 70.000000   4.3999 -39.6298   0.0000   0.0000
 75.000000   4.5004 -40.7465   0.0000   0.0000
 80.000000   4.8476 -41.7479   0.0000   0.0000
 85.000000   3.9897 -46.4878   0.0000   0.0000
 90.000000   4.2937 -44.1876   0.0000   0.0000
 95.000000   4.0316 -38.0561   0.0000   0.0000
 100.000000   4.3286 -41.7414   0.0000   0.0000
 105.000000   3.6949 -33.9481   0.0000   0.0000
 110.000000   3.3899 -37.8326   0.0000   0.0000
 115.000000   4.5101 -41.0553   0.0000   0.0000
 120.000000   3.6640 -34.4673   0.0000   0.0000
 125.000000   4.3587 -39.9004   0.0000   0.0000
 130.000000   3.8198 -48.4104   0.0000   0.0000
 135.000000   4.2237 -41.2526   0.0000   0.0000
 140.000000   4.2825 -45.3683   0.0000   0.0000
 145.000000   3.6504 -30.7974   0.0000   0.0000
 150.000000   4.3905 -36.0519   0.0000   0.0000
 155.000000   4.1955 -41.4990   0.0000   0.0000
 160.000000   3.8705 -38.1931   0.0000   0.0000
 165.000000   4.1906 -39.4880   0.0000   0.0000
 170.000000   3.9308 -50.5336   0.0000   0.0000
 175.000000   4.2290 -37.5381   0.0000   0.0000
 180.000000   3.5999 -44.9320   0.0000   0.0000
 185.000000   4.5433 -32.9851   0.0000   0.0000
 190.000000   3.8295 -35.9854   0.0000   0.0000
 195.000000   4.3959 -37.8970   0.0000   0.0000
 200.000000   4.0498 -38.8671   0.0000   0.0000
 205.000000   4.1013 -38.1398   0.0000   0.0000
 210.000000   4.1471 -39.4347   0.0000   0.0000
 215.000000   3.8515 -39.8952   0.0000   0.0000
 220.000000   3.9845 -42.8812   0.0000   0.0000
 225.000000   4.5090 -42.4360   0.0000   0.0000
 230.000000   4.3226 -41.3153   0.0000   0.0000
 235.000000   4.3550 -47.1120   0.0000   0.0000
 240.000000   4.0504 -37.9847   0.0000   0.0000
 245.000000   4.1799 -36.6827   0.0000   0.0000
 250.000000   3.8799 -48.3130   0.0000   0.0000
 255.000000   3.7173 -40.8201   0.0000   0.0000
 260.000000   4.1912 -48.4678   0.0000   0.0000
 265.000000   4.1108 -42.3454   0.0000   0.0000
 270.000000   3.9614 -37.7999   0.0000   0.0000
 275.000000   3.3929 -28.9101   0.0000   0.0000
 280.000000   4.2999 -46.0439   0.0000   0.0000
 285.000000   4.2427 -40.1472   0.0000   0.0000
 290.000000   3.4930 -37.3726   0.0000   0.0000
 295.000000   3.9280 -37.3833   0.0000   0.0000
 300.000000   3.8808 -39.9580   0.0000   0.0000
 305.000000   3.9293 -38.1452   0.0000   0.0000
 310.000000   4.4404 -44.2353   0.0000   0.0000
 315.000000   4.6555 -39.5790   0.0000   0.0000
 320.000000   3.8016 -40.4535   0.0000   0.0000
 325.000000   4.5663 -34.3737   0.0000   0.0000
 330.000000   4.0786 -40.8937   0.0000   0.0000
 335.000000   3.7585 -42.0433   0.0000   0.0000
 340.000000   4.5197 -40.7846   0.0000   0.0000
 345.000000   4.0345 -27.6425   0.0000   0.0000
 350.000000   4.3683 -44.7899   0.0000   0.0000
 355.000000   4.4180 -44.5205   0.0000   0.0000
 360.000000   4.3663 -36.0567   0.0000   0.0000
 365.000000   3.5991 -30.7338   0.0000   0.0000
 370.000000   4.3872 -43.1359   0.0000   0.0000
 375.000000   4.2203 -39.5144   0.0000   0.0000
 380.000000   4.3960 -36.8675   0.0000   0.0000
 385.000000   4.4488 -39.3511   0.0000   0.0000
 390.000000   4.2971 -45.5030   0.0000   0.0000
 395.000000   4.2424 -33.3510   0.0000   0.0000
 400.000000   3.9670 -43.0307   0.0000   0.0000
 405.000000   4.0494 -39.2864   0.0000   0.0000
 410.000000   4.1131 -43.6824   0.0000   0.0000
 415.000000   4.2877 -42.0521   0.0000   0.0000
 420.000000   4.5986 -41.5662   0.0000   0.0000
 425.000000   3.0303 -32.7797   0.0000   0.0000
 430.000000   5.1978 -38.4449   0.0000   0.0000
 435.000000   3.6086 -41.7965   0.0000   0.0000
 440.000000   3.4322 -29.2373   0.0000   0.0000
 445.000000   3.9867 -43.5519   0.0000   0.0000
 450.000000   4.0019 -47.6184   0.0000   0.0000
 455.000000   4.1231 -44.3828   0.0000   0.0000
 460.000000   3.4698 -40.1244   0.0000   0.0000
 465.000000   3.8797 -39.0195   0.0000   0.0000
 470.000000   4.5467 -32.0551   0.0000   0.0000
 475.000000   4.3832 -37.4118   0.0000   0.0000
 480.000000   3.7282 -42.1535   0.0000   0.0000
 485.000000   4.8471 -35.7545   0.0000   0.0000
 490.000000   3.7297 -38.9866   0.0000   0.0000
 495.000000   4.3180 -38.7106   0.0000   0.0000
 500.000000   4.0333 -35.6946   0.0000   0.0000
 505.000000   4.1863 -40.0137   0.0000   0.0000
 510.000000   3.8623 -41.9524   0.0000   0.0000
 515.000000   4.4205 -36.2736   0.0000   0.0000
 520.000000   3.9486 -48.0346   0.0000   0.0000
 525.000000   2.8006 -22.7065   0.0000   0.0000
 530.000000   4.5192 -34.9292   0.0000   0.0000
 535.000000   3.9785 -33.3097   0.0000   0.0000
 540.000000   4.3591 -42.4352   0.0000   0.0000
 545.000000   3.7474 -42.3165   0.0000   0.0000
 550.000000   4.3879 -50.2710   0.0000   0.0000
 555.000000   3.9583 -36.8737   0.0000   0.0000
 560.000000   4.4628 -42.0718   0.0000   0.0000
 565.000000   4.2755 -37.9010   0.0000   0.0000
 570.000000   4.6193 -46.6213   0.0000   0.0000
 575.000000   3.6547 -41.4404   0.0000   0.0000
 580.000000   4.1658 -37.4383   0.0000   0.0000
 585.000000   3.4537 -36.9928   0.0000   0.0000
 590.000000   4.0925 -48.3213   0.0000   0.0000
 595.000000   4.2593 -44.5729   0.0000   0.0000
 600.000000   4.2220 -24.8096   0.0000   0.0000
 605.000000   3.9291 -43.4659   0.0000   0.0000
 610.000000   3.7037 -26.8228   0.0000   0.0000
 615.000000   4.0631 -40.6719   0.0000   0.0000
 620.000000   4.2257 -30.7462   0.0000   0.0000
 625.000000   4.6201 -38.7673   0.0000   0.0000
 630.000000   3.1698 -39.3969   0.0000   0.0000
 635.000000   4.5369 -43.1138   0.0000   0.0000
 640.000000   4.7691 -28.7982   0.0000   0.0000
 645.000000   3.9659 -41.8982   0.0000   0.0000
 650.000000   4.0767 -33.5119   0.0000   0.0000
 655.000000   4.3178 -31.3019   0.0000   0.0000
 660.000000   3.7534 -32.6590   0.0000   0.0000
 665.000000   3.9963 -42.1236   0.0000   0.0000
 670.000000   4.0611 -41.1702   0.0000   0.0000
 675.000000   4.6987 -38.2226   0.0000   0.0000
 680.000000   3.8035 -43.2077   0.0000   0.0000
 685.000000   3.9449 -42.1449   0.0000   0.0000
 690.000000   4.1900 -31.7904   0.0000   0.0000
 695.000000   3.6670 -44.6260   0.0000   0.0000
 700.000000   3.6238 -39.6745   0.0000   0.0000
 705.000000   3.7644 -29.2344   0.0000   0.0000
 710.000000   3.5839 -38.2145   0.0000   0.0000
 715.000000   4.9187 -41.5887   0.0000   0.0000
 720.000000   4.1211 -41.9085   0.0000   0.0000
 725.000000   4.0905 -33.4507   0.0000   0.0000
 730.000000   4.3451 -48.6986   0.0000   0.0000
 735.000000   4.1145 -44.7190   0.0000   0.0000
 740.000000   3.8617 -43.5238   0.0000   0.0000
 745.000000   4.4364 -40.1724   0.0000   0.0000
 750.000000   4.1735 -34.2113   0.0000   0.0000
 755.000000   3.9970 -36.9727   0.0000   0.0000
 760.000000   3.2893 -32.7033   0.0000   0.0000
 765.000000   4.8736 -32.7741   0.0000   0.0000
 770.000000   3.8118 -41.1820   0.0000   0.0000
 775.000000   3.6225 -44.1953   0.0000   0.0000
 780.000000   4.1752 -38.7051   0.0000   0.0000
 785.000000   4.4320 -48.1491   0.0000   0.0000
 790.000000   4.0094 -44.1558   0.0000   0.0000
 795.000000   4.7496 -32.5271   0.0000   0.0000
 800.000000   3.8830 -38.9255   0.0000   0.0000
 805.000000   3.6699 -39.7236   0.0000   0.0000
 810.000000   3.9941 -46.4520   0.0000   0.0000
 815.000000   4.4873 -40.8919   0.0000   0.0000
 820.000000   4.1459 -39.4647   0.0000   0.0000
 825.000000   4.3192 -41.4832   0.0000   0.0000
 830.000000   4.2057 -45.5061   0.0000   0.0000
 835.000000   3.8404 -31.5443   0.0000   0.0000
 840.000000   4.3348 -44.9449   0.0000   0.0000
 845.000000   3.7577 -38.6532   0.0000   0.0000
 850.000000   3.4389 -32.9204   0.0000   0.0000
 855.000000   3.8186 -46.7495   0.0000   0.0000
 860.000000   4.3067 -47.4661   0.0000   0.0000
 865.000000   4.4114 -37.2553   0.0000   0.0000
 870.000000   3.9984 -42.7220   0.0000   0.0000
 875.000000   3.8750 -40.3938   0.0000   0.0000
 880.000000   4.2784 -40.0326   0.0000   0.0000
 885.000000   4.3135 -42.5820   0.0000   0.0000
 890.000000   4.1570 -30.5419   0.0000   0.0000
 895.000000   4.1670 -39.4114   0.0000   0.0000
 900.000000   4.3741 -37.9884   0.0000   0.0000
 905.000000   3.6489 -43.4414   0.0000   0.0000
 910.000000   4.3439 -43.3157   0.0000   0.0000
 915.000000   4.1415 -41.7009   0.0000   0.0000
 920.000000   4.6559 -35.6275   0.0000   0.0000
