#! FIELDS time d1 ff bb.bias bb.ff_bias metad.bias metad.work F.bias F.force2
 0.000000 15.000000 125.000000 125.000000 125.000000 0.000000 0.000000 -15.000000 1.000000
 1.000000 10.899064 13.390093 13.390093 13.390093 0.000000 0.000000 -10.899064 1.000000
 2.000000 10.551349 5.427795 5.427795 5.427795 0.000000 0.000000 -10.551349 1.000000
 3.000000 9.337181 9.989971 9.989971 9.989971 0.000000 0.000000 -9.337181 1.000000
 4.000000 15.902818 116.982075 116.982075 116.982075 0.000000 0.000000 -15.902818 1.000000
 5.000000 18.464807 33.774601 33.774601 33.774601 0.000000 0.000000 -18.464807 1.000000
 6.000000 18.454417 34.149297 34.149297 34.149297 0.099999 0.100000 -18.454417 1.000000
 7.000000 18.937835 18.025135 18.025135 18.025135 0.098226 0.100000 -18.937835 1.000000
 8.000000 20.073107 0.108462 0.108462 0.108462 0.081308 0.100000 -20.073107 1.000000
 9.000000 17.936513 53.640508 53.640508 53.640508 0.097792 0.100000 -17.936513 1.000000
 10.000000 19.462302 5.177260 5.177260 5.177260 0.092349 0.100000 -19.462302 1.000000
 11.000000 19.922769 0.117457 0.117457 0.117457 0.181002 0.198294 -19.922769 1.000000
 12.000000 19.384887 6.664961 6.664961 6.664961 0.191698 0.198294 -19.384887 1.000000
 13.000000 15.846460 117.937723 117.937723 117.937723 0.092320 0.198294 -15.846460 1.000000
 14.000000 20.408860 3.622314 3.622314 3.622314 0.165403 0.198294 -20.408860 1.000000
 15.000000 19.751239 1.176835 1.176835 1.176835 0.185239 0.198294 -19.751239 1.000000
 16.000000 21.389285 50.073268 50.073268 50.073268 0.201425 0.294900 -21.389285 1.000000
 17.000000 21.145747 32.615615 32.615615 32.615615 0.217313 0.294900 -21.145747 1.000000
 18.000000 17.972961 52.238843 52.238843 52.238843 0.255408 0.294900 -17.972961 1.000000
 19.000000 20.013868 0.003857 0.003857 0.003857 0.274538 0.294900 -20.013868 1.000000
 20.000000 19.081920 13.904223 13.904223 13.904223 0.287367 0.294900 -19.081920 1.000000
 21.000000 21.229724 38.140238 38.140238 38.140238 0.277449 0.389685 -21.229724 1.000000
 22.000000 20.316672 2.134663 2.134663 2.134663 0.346793 0.389685 -20.316672 1.000000
 23.000000 20.486857 5.213434 5.213434 5.213434 0.335931 0.389685 -20.486857 1.000000
 24.000000 18.048210 49.350872 49.350872 49.350872 0.346005 0.389685 -18.048210 1.000000
 25.000000 18.171387 44.654489 44.654489 44.654489 0.353162 0.389685 -18.171387 1.000000
 26.000000 20.362488 2.821931 2.821931 2.821931 0.407755 0.483315 -20.362488 1.000000
 27.000000 17.959610 52.752115 52.752115 52.752115 0.433749 0.483315 -17.959610 1.000000
 28.000000 19.453436 5.339385 5.339385 5.339385 0.462533 0.483315 -19.453436 1.000000
 29.000000 18.569410 30.058149 30.058149 30.058149 0.463790 0.483315 -18.569410 1.000000
 30.000000 18.797863 22.371352 22.371352 22.371352 0.468741 0.483315 -18.797863 1.000000
 31.000000 19.458353 5.249207 5.249207 5.249207 0.550865 0.574949 -19.458353 1.000000
 32.000000 21.351760 47.092880 47.092880 47.092880 0.362751 0.574949 -21.351760 1.000000
 33.000000 13.812137 111.288020 111.288020 111.288020 0.074383 0.574949 -13.812137 1.000000
 34.000000 20.304899 1.974377 1.974377 1.974377 0.488962 0.574949 -20.304899 1.000000
 35.000000 11.702739 39.920488 39.920488 39.920488 0.010058 0.574949 -11.702739 1.000000
 36.000000 20.098796 0.199091 0.199091 0.199091 0.508807 0.674762 -20.098796 1.000000
 37.000000 19.446005 5.476936 5.476936 5.476936 0.552201 0.674762 -19.446005 1.000000
 38.000000 20.177645 0.653781 0.653781 0.653781 0.501608 0.674762 -20.177645 1.000000
 39.000000 14.112944 117.255145 117.255145 117.255145 0.156297 0.674762 -14.112944 1.000000
 40.000000 10.145599 0.411726 0.411726 0.411726 0.083379 0.674762 -10.145599 1.000000
 41.000000 12.142516 56.681982 56.681982 56.681982 0.185998 0.773220 -12.142516 1.000000
 42.000000 19.519349 4.187004 4.187004 4.187004 0.548904 0.773220 -19.519349 1.000000
 43.000000 19.182135 11.279267 11.279267 11.279267 0.560467 0.773220 -19.182135 1.000000
 44.000000 11.944789 49.082739 49.082739 49.082739 0.188443 0.773220 -11.944789 1.000000
 45.000000 14.192477 118.564107 118.564107 118.564107 0.186560 0.773220 -14.192477 1.000000
 46.000000 19.484299 4.784498 4.784498 4.784498 0.560812 0.869803 -19.484299 1.000000
 47.000000 19.570598 3.377823 3.377823 3.377823 0.555899 0.869803 -19.570598 1.000000
 48.000000 19.091077 13.655740 13.655740 13.655740 0.576148 0.869803 -19.091077 1.000000
 49.000000 21.198562 36.030952 36.030952 36.030952 0.384833 0.869803 -21.198562 1.000000
 50.000000 17.467662 71.522491 71.522491 71.522491 0.523275 0.869803 -17.467662 1.000000
 51.000000 16.685559 98.203285 98.203285 98.203285 0.540718 0.960511 -16.685559 1.000000
 52.000000 22.249968 151.933108 151.933108 151.933108 0.260817 0.960511 -22.249968 1.000000
 53.000000 21.019082 25.219662 25.219662 25.219662 0.441541 0.960511 -21.019082 1.000000
 54.000000 19.987213 0.003262 0.003262 0.003262 0.579503 0.960511 -19.987213 1.000000
 55.000000 17.416434 73.427602 73.427602 73.427602 0.609907 0.960511 -17.416434 1.000000
 56.000000 18.624114 28.159421 28.159421 28.159421 0.740193 1.049765 -18.624114 1.000000
 57.000000 18.591090 29.301701 29.301701 29.301701 0.740774 1.049765 -18.591090 1.000000
 58.000000 9.369037 8.998779 8.998779 8.998779 0.174444 1.049765 -9.369037 1.000000
 59.000000 12.352143 64.719760 64.719760 64.719760 0.279538 1.049765 -12.352143 1.000000
 60.000000 13.014210 88.676388 88.676388 88.676388 0.299702 1.049765 -13.014210 1.000000
 61.000000 11.199938 22.300725 22.300725 22.300725 0.321362 1.144333 -11.199938 1.000000
 62.000000 10.109682 0.235355 0.235355 0.235355 0.257079 1.144333 -10.109682 1.000000
 63.000000 9.978639 0.009165 0.009165 0.009165 0.248439 1.144333 -9.978639 1.000000
 64.000000 9.609930 3.285121 3.285121 3.285121 0.223621 1.144333 -9.609930 1.000000
 65.000000 8.983859 25.060941 25.060941 25.060941 0.181031 1.144333 -8.983859 1.000000
 66.000000 10.252782 1.214178 1.214178 1.214178 0.351395 1.241015 -10.252782 1.000000
 67.000000 11.048425 17.615840 17.615840 17.615840 0.382203 1.241015 -11.048425 1.000000
 68.000000 10.976833 15.537757 15.537757 15.537757 0.379949 1.241015 -10.976833 1.000000
 69.000000 9.898821 0.208906 0.208906 0.208906 0.333511 1.241015 -9.898821 1.000000
 70.000000 10.683491 8.109650 8.109650 8.109650 0.369609 1.241015 -10.683491 1.000000
 71.000000 13.462323 102.473632 102.473632 102.473632 0.480770 1.334358 -13.462323 1.000000
 72.000000 13.091473 91.228777 91.228777 91.228777 0.480803 1.334358 -13.091473 1.000000
 73.000000 20.590902 7.832986 7.832986 7.832986 0.544237 1.334358 -20.590902 1.000000
 74.000000 20.009006 0.001625 0.001625 0.001625 0.631113 1.334358 -20.009006 1.000000
 75.000000 10.386293 2.758326 2.758326 2.758326 0.450091 1.334358 -10.386293 1.000000
 76.000000 10.660634 7.613543 7.613543 7.613543 0.553486 1.426312 -10.660634 1.000000
 77.000000 13.486461 103.141538 103.141538 103.141538 0.523485 1.426312 -13.486461 1.000000
 78.000000 8.839117 33.574049 33.574049 33.574049 0.414923 1.426312 -8.839117 1.000000
 79.000000 15.210077 124.559064 124.559064 124.559064 0.552984 1.426312 -15.210077 1.000000
 80.000000 18.561157 30.347408 30.347408 30.347408 0.750369 1.426312 -18.561157 1.000000
 81.000000 14.469502 122.201554 122.201554 122.201554 0.546775 1.513261 -14.469502 1.000000
 82.000000 11.802849 43.679177 43.679177 43.679177 0.565601 1.513261 -11.802849 1.000000
 83.000000 10.592875 6.221136 6.221136 6.221136 0.551531 1.513261 -10.592875 1.000000
 84.000000 11.439052 30.354747 30.354747 30.354747 0.567647 1.513261 -11.439052 1.000000
 85.000000 8.348239 74.081075 74.081075 74.081075 0.359366 1.513261 -8.348239 1.000000
 86.000000 17.733875 61.431646 61.431646 61.431646 0.822826 1.606782 -17.733875 1.000000
 87.000000 17.078646 85.526119 85.526119 85.526119 0.773515 1.606782 -17.078646 1.000000
 88.000000 15.877376 117.420631 117.420631 117.420631 0.649131 1.606782 -15.877376 1.000000
 89.000000 22.316484 162.802887 162.802887 162.802887 0.293105 1.606782 -22.316484 1.000000
 90.000000 21.280544 41.732969 41.732969 41.732969 0.477797 1.606782 -21.280544 1.000000
 91.000000 14.208887 118.819741 118.819741 118.819741 0.546754 1.698262 -14.208887 1.000000
 92.000000 17.126578 83.866969 83.866969 83.866969 0.800898 1.698262 -17.126578 1.000000
 93.000000 8.683401 44.398587 44.398587 44.398587 0.490429 1.698262 -8.683401 1.000000
 94.000000 17.463089 71.693162 71.693162 71.693162 0.834082 1.698262 -17.463089 1.000000
 95.000000 19.660245 2.154457 2.154457 2.154457 0.827490 1.698262 -19.660245 1.000000
 96.000000 20.356988 2.734040 2.734040 2.734040 0.816066 1.783970 -20.356988 1.000000
 97.000000 19.808699 0.704184 0.704184 0.704184 0.896192 1.783970 -19.808699 1.000000
 98.000000 21.610867 69.964639 69.964639 69.964639 0.569799 1.783970 -21.610867 1.000000
 99.000000 20.248188 1.293850 1.293850 1.293850 0.833913 1.783970 -20.248188 1.000000
